playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8478367,2022,Cole Bardreau,NYI,C,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478367,2022,Cole Bardreau,NYI,C,all,1,397,10,0.2,1,0.45,0.89,0.62,1,0.63,12,0.38,0.07,0.04,0.08,0.03,0.48,0.3,0.07,0.06,0.06,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,1,0,0,0.07,0,0,0,0,0,1.89,1,0.92,0,0.01,0,0,0.08,0.07,0.07,10,0,1,1,8,2,1,1,6,0,0,3203,2,0,0,0,3.24,0.13,0.13,0.12,0.12,4,1,3,8,0,0,0,5,0,0,0.13,0,0,0,0,0,7.14,5,4.46,0.03,0,0,0.16,0.14,0.14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,3.22,3.96,69,42,0,0,0,0,0,0
8478367,2022,Cole Bardreau,NYI,C,5on5,1,397,10,0.2,1,0.71,0.89,0.64,1,0.64,12,0.38,0.07,0.04,0.08,0.03,0.48,0.3,0.07,0.06,0.06,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,1,0,0,0.07,0,0,0,0,0,1.89,1,0.92,0,0.01,0,0,0.08,0.07,0.07,10,0,1,1,8,2,1,1,6,0,0,2641,2,0,0,0,3.24,0.13,0.13,0.12,0.12,4,1,3,8,0,0,0,5,0,0,0.13,0,0,0,0,0,7.14,5,4.46,0.03,0,0,0.16,0.14,0.14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,2.26,0.94,56,32,0,0,0,0,0,0
8478367,2022,Cole Bardreau,NYI,C,4on5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478367,2022,Cole Bardreau,NYI,C,5on4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479442,2022,Troy Stecher,CGY,D,other,78,1393,33,-2.6,0.44,0.38,0.23,0.37,0.25,0.32,129,1.59,0.29,0.09,0.2,0.04,0.63,0.75,0.27,0.29,0.27,0,0,2,0,1,3,0,0,0,0,1,0,0,1,2,2,2,4,0,0,0,2,0,2,0,0,0.29,0,0,0,0,3,2,2,0,0.02,0,0,0.31,0.31,0.29,33,3,9,2,19,2,7,11,13,0,0,4390,4,0,0,5,11.55,4.64,4.17,4.64,4.17,13,3,2,18,5,1,0,3,5,8,0.1,0.69,3.86,0,0,5,18,16,16,0.15,0.22,0.73,4.06,4.06,4.03,34.34,6.02,5.24,6.02,5.24,30,18,12,60,1,6,1,20,21,7,0.98,2.74,2.3,0,0,1,60,48,48,0.97,1.77,1.77,5.21,5.21,4.66,10.3,16.88,77,132,0,0,0,0,0,0
8479442,2022,Troy Stecher,CGY,D,all,78,76940,1739,6.05,0.36,0.47,0.39,0.49,0.38,0.49,366,75.33,3.52,4.34,19.26,2.44,43.64,32.78,3.47,3.51,3.46,7,4,82,24,64,170,13,2,7,0,20,3,41,33,80,104,18,42,0,69,21,35,94,11,1,2.08,1.23,0.2,1,1,0,167.24,106,105.51,23,0.89,1.21,0.24,4.17,4.17,4.12,1739,122,252,224,1141,219,308,225,987,0,0,207883,42,28,11,91,498.22,46.46,44.57,46.47,44.61,496,191,241,928,39,46,6,493,147,47,14.33,17.54,14.57,12,14,13,920.82,687,686.02,6.81,8.12,8.86,44.41,44.44,43.81,824.18,82.86,78.39,83.38,78.86,821,317,337,1475,70,75,10,807,251,80,24.8,30.79,27.28,24,25,21,1491.04,1138,1145.85,13.6,17.76,17.76,78.7,79.13,76.55,178.69,198.08,3188,3289,0,0,0,0,0,0
8479442,2022,Troy Stecher,CGY,D,5on5,78,65087,1451,6.05,0.42,0.48,0.45,0.49,0.44,0.48,355,69.76,2.88,4.08,18.57,2.3,41.82,29.35,2.85,2.87,2.84,7,4,75,24,63,162,13,2,6,0,19,3,41,28,73,97,14,34,0,58,16,30,91,8,0,2.04,0.84,0,1,1,0,159.24,99,98.51,21,0.82,0.98,0.24,3.45,3.45,3.42,1451,111,138,211,991,205,236,173,837,0,0,162159,34,24,9,63,468.21,39.27,37.91,39.28,37.94,462,185,236,883,31,44,6,479,135,33,13.95,16.09,9.23,10,13,8,875.82,647,646.02,6.41,7.66,7.66,38.02,38.04,37.47,606.3,53.67,51.59,54.2,52.06,611,222,258,1091,43,48,6,609,173,51,18.61,21.12,13.96,18,15,10,1107.04,833,840.85,8.41,10.48,10.48,51.6,52.03,50.93,114.98,125.45,2372,2500,3.94,0.78,83,17,60,13
8479442,2022,Troy Stecher,CGY,D,4on5,78,10099,229,0.6,0.09,0.13,0.07,0.12,0.08,0.14,203,3.19,0.15,0.13,0.34,0.08,0.83,2.48,0.15,0.15,0.15,0,0,4,0,0,4,0,0,1,0,0,0,0,3,4,4,2,4,0,11,5,3,3,1,0,0.04,0.1,0,0,0,0,4,4,4,2,0.03,0.24,0,0.18,0.18,0.18,229,3,105,10,111,4,62,40,123,0,0,14906,4,0,0,0,16.93,2.27,2.22,2.27,2.22,19,3,3,25,2,1,0,10,7,5,0.22,0.77,1.28,1,1,0,25,22,22,0.22,0.24,0.47,2.02,2.02,1.99,179.66,22.88,21.28,22.88,21.28,175,77,66,318,25,21,3,174,56,22,5.08,6.77,11.03,6,9,10,318,252,252,4.18,5.51,5.51,21.54,21.54,20.63,4.74,33.1,64,461,0.48,0.04,6,1,6,1
8479442,2022,Troy Stecher,CGY,D,5on4,78,361,26,3.63,0,0.83,0,0.85,0,0.82,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,1,20,8,3,1,14,0,0,8157,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0.1,0.1,0.1,0.1,3,0,0,3,0,0,0,3,0,0,0.1,0,0,0,0,0,3,3,3,0.02,0,0,0.12,0.12,0.12,13.19,2.71,186,33,0,0,0,0,0,0
8480950,2022,Ilya Lyubushkin,BUF,D,other,62,960,21,7.27,0.63,0.49,0.26,0.46,0.24,0.44,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,11,0,3,5,13,0,0,3042,0,0,0,3,6.01,3.44,3.35,3.44,3.35,6,3,3,12,4,1,0,2,1,6,0.06,0.15,3.23,0,1,3,12,9,9,0.08,0.27,0.27,3.25,3.25,3.17,20.06,2.01,1.9,2.01,1.9,21,8,6,35,5,1,0,18,11,0,0.8,1.2,0,2,3,0,35,29,29,0.54,0.02,0.02,2.52,2.52,2.39,10.31,10.64,71,83,0,0,0,0,0,0
8480950,2022,Ilya Lyubushkin,BUF,D,all,62,56340,1359,11.37,0.39,0.51,0.42,0.54,0.4,0.52,302,35.78,1.31,1.74,9.9,1.15,19.54,16.35,1.29,1.29,1.27,6,6,41,9,25,75,14,2,0,0,8,1,18,21,39,48,18,36,0,95,25,17,48,2,0,1.04,0.28,0,1,1,0,73.61,50,49.26,12,0.35,0,0.02,1.64,1.61,1.58,1359,95,246,206,812,200,177,163,819,0,0,169163,36,20,10,92,404.04,40.47,38.65,40.06,38.3,404,145,185,734,37,47,4,398,108,43,13.01,13.83,13.62,12,15,10,730.23,549,544.41,5.44,9.97,9.97,35.94,35.74,35.24,591.99,62.92,60.04,63.03,60.17,592,215,222,1029,66,67,13,553,183,71,15.71,22.32,24.88,16,20,30,1030.9,807,808.83,10.04,14.04,13.75,59.21,59.43,57.44,165.33,158.31,2851,2468,0,0,0,0,0,0
8480950,2022,Ilya Lyubushkin,BUF,D,5on5,62,47811,1153,11.37,0.46,0.49,0.48,0.52,0.47,0.51,312,34.35,1.13,1.68,9.72,1.1,19.14,15.23,1.11,1.11,1.08,4,6,39,9,25,73,11,1,0,0,8,1,17,21,38,47,16,32,0,79,20,16,47,1,0,1.02,0.11,0,1,0,0,71.61,48,47.26,11,0.33,0,0.02,1.44,1.41,1.38,1153,92,145,191,725,191,141,136,685,0,0,137378,32,16,8,72,374.69,33.96,32.33,33.55,31.97,370,140,179,689,29,43,3,380,96,34,12.41,12.04,9.51,12,11,6,685.23,510,505.41,5.06,8.88,8.88,30.14,29.95,29.53,422.74,40.37,38.68,40.49,38.82,425,151,180,756,34,49,9,400,134,42,11.94,16.63,11.81,12,13,9,757.9,576,577.83,5.9,11.04,10.75,35.53,35.74,34.95,105.17,111.35,2195,2009,4.92,0.37,107,10,83,7
8480950,2022,Ilya Lyubushkin,BUF,D,4on5,62,7485,181,10.25,0.13,0.18,0.12,0.18,0.13,0.2,115,0.67,0.01,0.02,0.1,0.02,0.23,0.62,0.01,0.01,0.01,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,2,4,0,13,5,1,1,0,0,0.01,0,0,0,0,0,1,1,1,1,0,0,0,0.02,0.02,0.02,181,1,91,15,74,9,33,22,117,0,0,7054,4,0,0,0,21.89,2.83,2.75,2.83,2.75,27,1,3,31,3,3,1,15,10,3,0.48,1.47,0.88,0,2,1,31,28,28,0.27,0.82,0.82,2.27,2.27,2.27,143.26,19.58,18.69,19.58,18.69,140,54,34,228,26,17,4,131,35,28,2.92,4.14,12.52,2,4,20,228,194,194,3.47,2.98,2.98,20.08,20.08,19.23,3.26,14.63,46,203,0.9,0,10,1,8,0
8480950,2022,Ilya Lyubushkin,BUF,D,5on4,62,84,4,-1.62,0,0.79,0,0.84,0,0.81,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,4,0,0,1995,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.01,0.01,0.01,0.01,1,0,0,1,0,0,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0,0,0.01,0.01,0.01,4.31,1.16,59,11,0,0,0,0,0,0
8478468,2022,Jeremy Lauzon,NSH,D,other,67,1927,38,0.7,0.47,0.6,0.24,0.53,0.31,0.57,138,0.79,0.04,0.03,0.21,0.02,0.33,0.37,0.04,0.04,0.04,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,0,5,0,1,1,0,0,0.04,0,0,0,0,0,1,1,1,1,0.01,0,0,0.04,0.04,0.04,38,2,12,2,22,4,5,9,20,0,0,4907,2,2,1,6,13.58,6.73,6.14,6.73,6.14,13,7,1,21,7,0,0,5,6,9,0.2,0.7,5.83,1,0,6,21,20,20,0.16,0,0,6.89,6.89,6.29,33.8,7.71,5.82,7.71,5.82,32,13,21,66,12,4,2,14,20,11,0.53,2.57,4.62,4,2,6,66,45,45,0.85,1.79,1.79,6.77,6.77,5.65,17.11,11.53,138,120,0.03,0,1,0,1,0
8478468,2022,Jeremy Lauzon,NSH,D,all,67,67704,1434,5.18,0.4,0.51,0.4,0.51,0.4,0.5,319,76.47,4.13,4.56,20.21,2.53,46.33,34.24,3.95,4.15,3.97,2,7,77,35,50,162,12,3,5,1,16,3,44,41,74,109,26,66,0,250,3,23,103,7,2,2.52,0.83,0.78,2,0,1,163.03,112,113.33,19,0.92,1.53,1.06,3.99,4,3.95,1434,87,234,161,952,196,207,176,855,0,0,176689,66,40,14,75,464.94,48.8,46.88,49.24,47.3,449,198,214,861,37,44,9,465,130,52,14.61,15.79,18.4,12,11,14,869.6,647,654.68,6.48,10.06,10.06,45.21,45.64,44.48,699.97,73.33,68.4,73.45,68.53,700,267,330,1297,66,66,5,656,232,79,20.1,27.85,25.38,21,26,19,1294.12,967,963.4,11.73,15.71,15.71,69.35,69.28,66.66,175.31,171.52,2990,2910,0,0,0,0,0,0
8478468,2022,Jeremy Lauzon,NSH,D,5on5,67,56779,1208,5.18,0.44,0.49,0.45,0.49,0.45,0.48,319,73.89,3.99,4.39,19.45,2.41,45.15,32.61,3.81,4.01,3.83,1,6,74,34,48,156,10,3,5,1,16,3,43,38,71,105,24,62,0,229,1,19,99,7,2,2.38,0.83,0.78,2,0,1,157.03,108,109.33,15,0.88,1.53,1.06,3.8,3.82,3.77,1208,84,141,153,830,186,157,141,724,0,0,137442,62,38,13,47,427.02,39.06,37.75,39.5,38.15,410,183,208,801,29,44,9,436,119,38,13.45,14.52,11.08,10,11,8,809.6,593,600.68,5.96,10.06,10.06,34.95,35.39,34.84,518.42,48.98,47.29,49.1,47.42,513,204,252,969,40,45,2,502,166,49,15.89,19.79,13.31,15,18,7,966.12,717,713.41,7.35,10.08,10.08,46.26,46.19,45.51,111.36,114.38,2168,2264,3.25,0.52,66,12,49,10
8478468,2022,Jeremy Lauzon,NSH,D,4on5,67,8848,174,5.4,0.14,0.14,0.12,0.12,0.13,0.15,182,1.8,0.11,0.14,0.54,0.1,0.85,1.27,0.1,0.11,0.1,0,1,2,1,2,5,1,0,0,0,0,0,1,2,2,3,1,2,0,15,2,3,3,0,0,0.11,0,0,0,0,0,5,3,3,3,0.03,0,0,0.14,0.14,0.13,174,0,80,6,88,4,43,25,102,0,0,12713,2,0,0,0,21.79,2.75,2.74,2.75,2.74,23,7,5,35,1,0,0,20,5,5,0.69,0.58,1.48,1,0,0,35,30,30,0.3,0,0,3.05,3.05,3.03,147.14,16.46,15.15,16.46,15.15,154,50,57,261,14,17,1,140,45,19,3.67,5.33,7.46,2,6,6,261,204,204,3.51,3.83,3.83,16.14,16.14,15.34,3.98,23.98,49,352,0.15,0,2,1,1,0
8478468,2022,Jeremy Lauzon,NSH,D,5on4,67,150,14,-2.15,0.53,0.87,0.75,0.89,0.75,0.86,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,12,2,2,1,9,0,0,4331,0,0,0,5,1.85,0.19,0.19,0.19,0.19,2,1,0,3,0,0,0,3,0,0,0.19,0,0,0,0,0,3,3,3,0.04,0,0,0.24,0.24,0.24,0.61,0.17,0.14,0.17,0.14,1,0,0,1,0,0,0,0,1,0,0,0.17,0,0,0,0,1,1,1,0.01,0,0,0.18,0.18,0.15,8.22,1.18,126,16,0,0,0,0,0,0
8477482,2022,Zach Sanford,NSH,L,other,11,116,2,0.58,0,0.73,0.33,0.62,0,0.68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,448,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.34,0.73,0.73,0.73,0.73,2,0,2,4,1,0,0,1,0,1,0.04,0,0.69,0,0,1,4,2,2,0.02,0,0,0.76,0.76,0.76,3,1.1,21,13,0,0,0,0,0,0
8477482,2022,Zach Sanford,NSH,L,all,11,8293,183,2.48,0.52,0.53,0.51,0.5,0.52,0.51,108,16.67,1.48,1.27,3.2,0.53,9.41,7.11,1.44,1.49,1.46,1,0,14,9,9,32,2,1,0,0,4,1,9,8,13,22,1,2,2,14,4,5,17,6,0,0.75,0.73,0,1,0,0,31.98,23,23.26,3,0.27,0,0,1.74,1.76,1.72,183,16,22,29,116,30,21,24,108,2,9,32207,2,2,1,14,67.28,6.67,6.6,6.7,6.64,65,31,42,138,4,2,0,76,13,7,2.83,1.52,2.32,2,0,2,137.94,96,96.76,1.04,0.5,0.5,7.2,7.25,7.16,63.73,6.24,6.09,6.18,6.04,63,26,42,131,7,4,0,62,22,5,1.88,2.71,1.65,3,3,1,129.86,89,87.83,0.93,0.74,0.74,6.42,6.36,6.26,35.62,31.59,540,541,0,0,0,0,0,0
8477482,2022,Zach Sanford,NSH,L,5on5,11,7118,155,2.48,0.49,0.52,0.49,0.49,0.5,0.5,93,14.5,1.2,1.09,2.85,0.47,8.12,6.27,1.17,1.22,1.19,1,0,13,7,7,27,2,1,0,0,4,1,8,6,12,19,1,2,2,14,4,5,15,5,0,0.62,0.58,0,1,0,0,26.98,20,20.26,3,0.22,0,0,1.42,1.44,1.41,155,12,22,28,93,28,19,18,90,2,9,24461,2,2,1,12,58.37,5.13,5.09,5.17,5.12,58,25,32,115,3,2,0,67,11,5,2.48,1.27,1.38,2,0,1,114.95,83,83.76,0.84,0.5,0.5,5.48,5.52,5.46,60.13,5.4,5.25,5.35,5.2,59,25,38,122,5,4,0,58,22,4,1.73,2.71,0.95,2,3,0,120.86,84,82.83,0.88,0.74,0.74,5.53,5.47,5.37,21.2,19.72,387,406,0.44,0.49,5,6,4,4
8477482,2022,Zach Sanford,NSH,L,4on5,11,147,5,0.12,0,0.08,0,0.09,0,0.13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.01,0.01,0.01,0.01,0,1,2,3,0,0,0,1,0,0,0.01,0,0,0,0,0,3,1,1,0.01,0,0,0.03,0.03,0.03,0.13,1.59,2,21,0,0,0,0,0,0
8477482,2022,Zach Sanford,NSH,L,5on4,11,912,21,2.36,0.95,0.96,0.91,0.93,0.87,0.95,52,2.18,0.27,0.18,0.36,0.06,1.29,0.84,0.27,0.27,0.27,0,0,1,2,1,4,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,2,1,0,0.13,0.15,0,0,0,0,4,3,3,0,0.04,0,0,0.32,0.32,0.31,21,3,0,1,17,2,2,5,12,0,0,1860,0,0,0,0,8.9,1.53,1.52,1.53,1.52,7,6,8,21,1,0,0,9,2,2,0.35,0.24,0.94,0,0,1,21,13,13,0.19,0,0,1.73,1.73,1.7,1.48,0.09,0.09,0.09,0.09,2,0,0,2,1,0,0,2,0,0,0.09,0,0,1,0,0,2,2,2,0.01,0,0,0.1,0.1,0.1,3.58,0.16,53,4,0.07,0,1,0,1,0
8480084,2022,Nick DeSimone,CGY,D,other,4,48,0,-0.2,0,0.47,0,0.74,0,0.73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.31,14,5,0,0,0,0,0,0
8480084,2022,Nick DeSimone,CGY,D,all,4,2700,71,-0.3,0.45,0.49,0.48,0.56,0.56,0.56,22,4.13,0.12,0.2,1.35,0.16,2.45,1.72,0.12,0.13,0.13,0,0,4,2,1,7,0,0,0,0,3,0,0,3,4,6,1,2,0,2,2,1,6,0,0,0.12,0,0,0,0,0,7.29,6,6.14,1,0.04,0,0.05,0.12,0.12,0.12,71,7,0,1,63,6,15,10,40,0,0,11942,2,2,1,4,24.61,1.57,1.52,1.62,1.57,21,13,4,38,1,2,0,26,7,1,0.52,0.83,0.22,0,1,0,39.3,34,34.88,0.3,0.24,0.24,1.63,1.69,1.64,20.71,1.96,1.9,1.94,1.89,19,8,14,41,5,2,2,21,3,3,0.72,0.39,0.84,3,0,2,39.74,27,26.4,0.27,0.63,0.63,1.59,1.55,1.55,10.8,11.03,214,168,0,0,0,0,0,0
8480084,2022,Nick DeSimone,CGY,D,5on5,4,2467,62,-0.3,0.45,0.63,0.47,0.6,0.55,0.61,22,4.13,0.12,0.2,1.35,0.16,2.45,1.72,0.12,0.13,0.13,0,0,4,2,1,7,0,0,0,0,3,0,0,3,4,6,1,2,0,2,2,1,6,0,0,0.12,0,0,0,0,0,7.29,6,6.14,1,0.04,0,0.05,0.12,0.12,0.12,62,7,0,1,54,5,12,9,36,0,0,9182,2,2,1,4,22.68,1.37,1.35,1.42,1.4,18,13,4,35,1,2,0,24,6,1,0.47,0.69,0.22,0,1,0,36.3,31,31.88,0.25,0.24,0.24,1.38,1.44,1.42,18.99,1.7,1.65,1.7,1.64,17,8,14,39,5,2,2,20,3,2,0.68,0.39,0.63,3,0,2,37.74,25,24.4,0.23,0.63,0.63,1.3,1.25,1.25,7.78,4.61,164,111,0.11,0,5,0,3,0
8480084,2022,Nick DeSimone,CGY,D,4on5,4,173,7,0.02,0.39,0.04,0.5,0.13,0.5,0.12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,2,1,4,0,0,1003,0,0,0,0,1.24,0.16,0.13,0.16,0.13,2,0,0,2,0,0,0,1,1,0,0.01,0.15,0,0,0,0,2,2,2,0.04,0,0,0.2,0.2,0.16,1.72,0.25,0.25,0.25,0.25,2,0,0,2,0,0,0,1,0,1,0.04,0,0.21,0,0,0,2,2,2,0.05,0,0,0.3,0.3,0.3,0.12,3.02,5,35,0.07,0,3,0,2,0
